experiment,repeat,seed,dataset_seed,training_objective,sample_k,D,gamma,N,alpha,M_train,M_test,alpha_code,kappa,K_visible_expected,t_mask_val,n_mmd_samples,num_steps,train_loss,test_loss,loss_gap,abs_loss_gap,train_acc,test_acc,mmd_biased_multiscale,mmd2_biased_multiscale,mmd2_unbiased_multiscale_raw,baseline_mmd_biased_multiscale,baseline_mmd2_biased_multiscale,baseline_mmd2_unbiased_multiscale_raw,train_true_mmd_biased_multiscale,train_true_mmd2_biased_multiscale,train_true_mmd2_unbiased_multiscale_raw,model_train_mmd_biased_multiscale,model_train_mmd2_biased_multiscale,model_train_mmd2_unbiased_multiscale_raw,nearest_train_q1_mean,nearest_train_q1_std,nearest_train_q2_mean,nearest_train_q1_q2_gap_mean,corr_relerr_model_true,corr_relerr_fresh_true,train_empirical_mmd_biased_multiscale,mmd_biased_lambda_0_5,mmd2_biased_lambda_0_5,mmd2_unbiased_lambda_0_5_raw,baseline_mmd_biased_lambda_0_5,baseline_mmd2_biased_lambda_0_5,baseline_mmd2_unbiased_lambda_0_5_raw,model_train_mmd_biased_lambda_0_5,model_train_mmd2_biased_lambda_0_5,model_train_mmd2_unbiased_lambda_0_5_raw,train_true_mmd_biased_lambda_0_5,train_true_mmd2_biased_lambda_0_5,train_true_mmd2_unbiased_lambda_0_5_raw,train_mmd_biased_lambda_0_5,train_mmd2_biased_lambda_0_5,train_mmd2_unbiased_lambda_0_5_raw,mmd_biased_lambda_1,mmd2_biased_lambda_1,mmd2_unbiased_lambda_1_raw,baseline_mmd_biased_lambda_1,baseline_mmd2_biased_lambda_1,baseline_mmd2_unbiased_lambda_1_raw,model_train_mmd_biased_lambda_1,model_train_mmd2_biased_lambda_1,model_train_mmd2_unbiased_lambda_1_raw,train_true_mmd_biased_lambda_1,train_true_mmd2_biased_lambda_1,train_true_mmd2_unbiased_lambda_1_raw,train_mmd_biased_lambda_1,train_mmd2_biased_lambda_1,train_mmd2_unbiased_lambda_1_raw,mmd_biased_lambda_2,mmd2_biased_lambda_2,mmd2_unbiased_lambda_2_raw,baseline_mmd_biased_lambda_2,baseline_mmd2_biased_lambda_2,baseline_mmd2_unbiased_lambda_2_raw,model_train_mmd_biased_lambda_2,model_train_mmd2_biased_lambda_2,model_train_mmd2_unbiased_lambda_2_raw,train_true_mmd_biased_lambda_2,train_true_mmd2_biased_lambda_2,train_true_mmd2_unbiased_lambda_2_raw,train_mmd_biased_lambda_2,train_mmd2_biased_lambda_2,train_mmd2_unbiased_lambda_2_raw,mmd_biased_lambda_4,mmd2_biased_lambda_4,mmd2_unbiased_lambda_4_raw,baseline_mmd_biased_lambda_4,baseline_mmd2_biased_lambda_4,baseline_mmd2_unbiased_lambda_4_raw,model_train_mmd_biased_lambda_4,model_train_mmd2_biased_lambda_4,model_train_mmd2_unbiased_lambda_4_raw,train_true_mmd_biased_lambda_4,train_true_mmd2_biased_lambda_4,train_true_mmd2_unbiased_lambda_4_raw,train_mmd_biased_lambda_4,train_mmd2_biased_lambda_4,train_mmd2_unbiased_lambda_4_raw,mmd_biased_lambda_8,mmd2_biased_lambda_8,mmd2_unbiased_lambda_8_raw,baseline_mmd_biased_lambda_8,baseline_mmd2_biased_lambda_8,baseline_mmd2_unbiased_lambda_8_raw,model_train_mmd_biased_lambda_8,model_train_mmd2_biased_lambda_8,model_train_mmd2_unbiased_lambda_8_raw,train_true_mmd_biased_lambda_8,train_true_mmd2_biased_lambda_8,train_true_mmd2_unbiased_lambda_8_raw,train_mmd_biased_lambda_8,train_mmd2_biased_lambda_8,train_mmd2_unbiased_lambda_8_raw,mmd_biased_lambda_16,mmd2_biased_lambda_16,mmd2_unbiased_lambda_16_raw,baseline_mmd_biased_lambda_16,baseline_mmd2_biased_lambda_16,baseline_mmd2_unbiased_lambda_16_raw,model_train_mmd_biased_lambda_16,model_train_mmd2_biased_lambda_16,model_train_mmd2_unbiased_lambda_16_raw,train_true_mmd_biased_lambda_16,train_true_mmd2_biased_lambda_16,train_true_mmd2_unbiased_lambda_16_raw,train_mmd_biased_lambda_16,train_mmd2_biased_lambda_16,train_mmd2_unbiased_lambda_16_raw
C,0,42062,1042,fixed_context,1,80,2.0,160,2.0,160,1000,1.0,0.5,40,0.75,10000,3000,0.5174760222434998,0.7187356352806091,0.20125961303710938,0.20125961303710938,0.7416707873344421,0.6108013284206391,0.028853048764458156,0.0008324984230042003,0.0006963996858928598,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.06510906724342443,0.004239190637308764,0.00410344914697281,0.05956300892684856,0.003547752032419841,0.0034120666385092876,0.33750125765800476,0.04967374727129936,0.2956174910068512,0.04188374802470207,1.0795801877975464,0.13980796933174133,0.05956300892684856,0.013171963596977495,0.00017350062500010033,0.00012932642357998958,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.035937280434110576,0.0012914881249999066,0.0012474295040751926,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.022304140590934357,0.0004974746875001657,0.0004189858581482575,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.048171003985801576,0.0023204456250001115,0.002242149898114665,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.03415173860874488,0.0011663412500000359,0.001040416391576704,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.06161734739503155,0.0037966975000000014,0.003671060804267934,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.041793845801445385,0.0017467255468749943,0.001574535234101504,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.07310443941717919,0.005344259062500023,0.0051724652140526794,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.033456888654468504,0.0011193633984375034,0.0009234456425271445,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.07904746732086837,0.0062485020898437535,0.006053118247209492,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.017075861038682718,0.0002915850302124025,9.168856542355903e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.07964923019276642,0.006343999870300292,0.006144727086999776,0.08021066900050634,0.006433751421508789,0.0062344712141168945,0.07964923019276642,0.006343999870300292,0.006144727086999776
A,0,42092,1042,fixed_context,1,80,2.0,160,5.0,400,1000,2.5,0.5,40,0.75,10000,3000,0.5713414549827576,0.6506048440933228,0.07926338911056519,0.07926338911056519,0.6995572960376739,0.6353021597862244,0.021905413400126233,0.00047984713623043,0.00034371714170650087,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.04259420206137491,0.0018142660492452348,0.0016782792079791822,0.039938024960660866,0.0015950458377583705,0.0014590849559416436,0.3367987275123596,0.041949521750211716,0.3029800057411194,0.03381875157356262,0.7613517642021179,0.14112795889377594,0.039938024960660866,0.010472836888829442,0.00010968031250002674,6.549999799965178e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.023989411726844323,0.0005754918750000559,0.0005313602091459035,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.016960514806450725,0.0002876590624998343,0.00020915112880026676,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.03203533205696723,0.0010262625000001524,0.0009478346002100846,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.0253296485121675,0.0006415910937499492,0.0005156195939906016,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.040713902723762053,0.0016576218749999594,0.0015317666754800507,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.030801351938672308,0.0009487232812499524,0.0007764628316269118,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.047864994874908806,0.002291057734375046,0.002118953216352859,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.025451689838299624,0.0006477885156250043,0.00045182944285444837,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.051337418013387204,0.0026355304882812527,0.0024397826262919226,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.015608989453446775,0.00024364055175781266,4.3739854967125196e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.05166344103746423,0.002669111139831543,0.002469460538999823,0.05195798131966774,0.0026996318228149413,0.002499977920394273,0.05166344103746423,0.002669111139831543,0.002469460538999823
B,0,42092,1042,fixed_context,1,80,2.0,160,5.0,400,1000,2.5,0.5,40,0.75,10000,3000,0.5713414549827576,0.6506048440933228,0.07926338911056519,0.07926338911056519,0.6995572960376739,0.6353021597862244,0.021905413400126233,0.00047984713623043,0.00034371714170650087,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.04259420206137491,0.0018142660492452348,0.0016782792079791822,0.039938024960660866,0.0015950458377583705,0.0014590849559416436,0.3367987275123596,0.041949521750211716,0.3029800057411194,0.03381875157356262,0.7613517642021179,0.14112795889377594,0.039938024960660866,0.010472836888829442,0.00010968031250002674,6.549999799965178e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.023989411726844323,0.0005754918750000559,0.0005313602091459035,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.016960514806450725,0.0002876590624998343,0.00020915112880026676,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.03203533205696723,0.0010262625000001524,0.0009478346002100846,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.0253296485121675,0.0006415910937499492,0.0005156195939906016,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.040713902723762053,0.0016576218749999594,0.0015317666754800507,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.030801351938672308,0.0009487232812499524,0.0007764628316269118,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.047864994874908806,0.002291057734375046,0.002118953216352859,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.025451689838299624,0.0006477885156250043,0.00045182944285444837,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.051337418013387204,0.0026355304882812527,0.0024397826262919226,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.015608989453446775,0.00024364055175781266,4.3739854967125196e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.05166344103746423,0.002669111139831543,0.002469460538999823,0.05195798131966774,0.0026996318228149413,0.002499977920394273,0.05166344103746423,0.002669111139831543,0.002469460538999823
C,0,42092,1042,fixed_context,1,80,2.0,160,5.0,400,1000,2.5,0.5,40,0.75,10000,3000,0.5713414549827576,0.6506048440933228,0.07926338911056519,0.07926338911056519,0.6995572960376739,0.6353021597862244,0.021905413400126233,0.00047984713623043,0.00034371714170650087,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.04259420206137491,0.0018142660492452348,0.0016782792079791822,0.039938024960660866,0.0015950458377583705,0.0014590849559416436,0.3367987275123596,0.041949521750211716,0.3029800057411194,0.03381875157356262,0.7613517642021179,0.14112795889377594,0.039938024960660866,0.010472836888829442,0.00010968031250002674,6.549999799965178e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.023989411726844323,0.0005754918750000559,0.0005313602091459035,0.023413130664223736,0.0005481746875000137,0.0005040481100611061,0.016960514806450725,0.0002876590624998343,0.00020915112880026676,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.03203533205696723,0.0010262625000001524,0.0009478346002100846,0.030161186772075178,0.0009096971875000026,0.0008312852388361325,0.0253296485121675,0.0006415910937499492,0.0005156195939906016,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.040713902723762053,0.0016576218749999594,0.0015317666754800507,0.036541720590989285,0.0013352973437499305,0.001209481120205802,0.030801351938672308,0.0009487232812499524,0.0007764628316269118,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.047864994874908806,0.002291057734375046,0.002118953216352859,0.042180024337652854,0.001779154453124987,0.0016071083902453043,0.025451689838299624,0.0006477885156250043,0.00045182944285444837,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.051337418013387204,0.0026355304882812527,0.0024397826262919226,0.04825805854822328,0.0023288402148437456,0.0021331263373016926,0.015608989453446775,0.00024364055175781266,4.3739854967125196e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.05166344103746423,0.002669111139831543,0.002469460538999823,0.05195798131966774,0.0026996318228149413,0.002499977920394273,0.05166344103746423,0.002669111139831543,0.002469460538999823
A,0,42142,1042,fixed_context,1,80,2.0,160,10.0,800,1000,5.0,0.5,40,0.75,10000,3000,0.5905710458755493,0.6298894882202148,0.03931844234466553,0.03931844234466553,0.6824275052547455,0.6474638330936432,0.018168891517586917,0.0003301086189778419,0.0001939671158263938,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.03122073716405458,0.0009747344290669788,0.0008386645464502729,0.02950677706961417,0.0008706498930359086,0.0007345932787907084,0.3444024622440338,0.039047349244356155,0.31408748030662537,0.03031499870121479,0.5905894041061401,0.1395891010761261,0.02950677706961417,0.008651715870278544,7.485218750002964e-05,3.066927117734153e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.017640179633441222,0.00031117593750007444,0.00026701855773092475,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.013761222692764183,0.0001893712499998479,0.00011085585002224008,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.02355029193025182,0.000554616250000084,0.00047614235398540927,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.020363121537474594,0.0004146567187499617,0.000288667814531518,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.02991036087211036,0.0008946296874998705,0.0007686997440681242,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.024863887279044383,0.000618212890625025,0.00044592695966472196,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.03511165449320192,0.0012328282812499869,0.0010606193436374922,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.02140770866380553,0.0004582899902343743,0.0002623162521193448,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.03757759238188034,0.0014120754492187512,0.0012162058261568354,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.015008953219922187,0.0002252686767578126,2.5366547443196434e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.0378143955208325,0.001429928508605957,0.0012301506981844425,0.03798790556128497,0.0014430809689331056,0.0012433014531228516,0.0378143955208325,0.001429928508605957,0.0012301506981844425
B,0,42142,1042,fixed_context,1,80,2.0,160,10.0,800,1000,5.0,0.5,40,0.75,10000,3000,0.5905710458755493,0.6298894882202148,0.03931844234466553,0.03931844234466553,0.6824275052547455,0.6474638330936432,0.018168891517586917,0.0003301086189778419,0.0001939671158263938,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.03122073716405458,0.0009747344290669788,0.0008386645464502729,0.02950677706961417,0.0008706498930359086,0.0007345932787907084,0.3444024622440338,0.039047349244356155,0.31408748030662537,0.03031499870121479,0.5905894041061401,0.1395891010761261,0.02950677706961417,0.008651715870278544,7.485218750002964e-05,3.066927117734153e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.017640179633441222,0.00031117593750007444,0.00026701855773092475,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.013761222692764183,0.0001893712499998479,0.00011085585002224008,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.02355029193025182,0.000554616250000084,0.00047614235398540927,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.020363121537474594,0.0004146567187499617,0.000288667814531518,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.02991036087211036,0.0008946296874998705,0.0007686997440681242,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.024863887279044383,0.000618212890625025,0.00044592695966472196,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.03511165449320192,0.0012328282812499869,0.0010606193436374922,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.02140770866380553,0.0004582899902343743,0.0002623162521193448,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.03757759238188034,0.0014120754492187512,0.0012162058261568354,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.015008953219922187,0.0002252686767578126,2.5366547443196434e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.0378143955208325,0.001429928508605957,0.0012301506981844425,0.03798790556128497,0.0014430809689331056,0.0012433014531228516,0.0378143955208325,0.001429928508605957,0.0012301506981844425
C,0,42142,1042,fixed_context,1,80,2.0,160,10.0,800,1000,5.0,0.5,40,0.75,10000,3000,0.5905710458755493,0.6298894882202148,0.03931844234466553,0.03931844234466553,0.6824275052547455,0.6474638330936432,0.018168891517586917,0.0003301086189778419,0.0001939671158263938,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.03122073716405458,0.0009747344290669788,0.0008386645464502729,0.02950677706961417,0.0008706498930359086,0.0007345932787907084,0.3444024622440338,0.039047349244356155,0.31408748030662537,0.03031499870121479,0.5905894041061401,0.1395891010761261,0.02950677706961417,0.008651715870278544,7.485218750002964e-05,3.066927117734153e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.017640179633441222,0.00031117593750007444,0.00026701855773092475,0.017054636466370534,0.0002908606250000556,0.0002467055592436651,0.013761222692764183,0.0001893712499998479,0.00011085585002224008,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.02355029193025182,0.000554616250000084,0.00047614235398540927,0.0221519186527944,0.0004907075000000205,0.0004122414355811621,0.020363121537474594,0.0004146567187499617,0.000288667814531518,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.02991036087211036,0.0008946296874998705,0.0007686997440681242,0.027171029493746796,0.0007382648437500583,0.0006123547330982859,0.024863887279044383,0.000618212890625025,0.00044592695966472196,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.03511165449320192,0.0012328282812499869,0.0010606193436374922,0.0315952243721261,0.000998258203124991,0.000826079509904043,0.02140770866380553,0.0004582899902343743,0.0002623162521193448,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.03757759238188034,0.0014120754492187512,0.0012162058261568354,0.03571945797089269,0.0012758796777343692,0.0010800277367326513,0.015008953219922187,0.0002252686767578126,2.5366547443196434e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.0378143955208325,0.001429928508605957,0.0012301506981844425,0.03798790556128497,0.0014430809689331056,0.0012433014531228516,0.0378143955208325,0.001429928508605957,0.0012301506981844425
A,0,42242,1042,fixed_context,1,80,2.0,160,20.0,1600,1000,10.0,0.5,40,0.75,10000,3000,0.6009897589683533,0.621746301651001,0.020756542682647705,0.020756542682647705,0.6725255727767945,0.6533168709278107,0.016272338508932803,0.0002647890005492974,0.00012864116229527434,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.023977422237186567,0.0005749167771403288,0.00043880702951676445,0.023711767592553876,0.0005622479223632882,0.0004261455849628493,0.35569626092910767,0.03617594763636589,0.3281262218952179,0.027570001780986786,0.48619094491004944,0.13855944573879242,0.023711767592553876,0.008191611563061474,6.710250000008244e-05,2.2918393776993895e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.013772504311127079,0.000189681875000014,0.00014551252162697814,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.012451807097760493,0.00015504749999983858,7.652826945192537e-05,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01834478808817657,0.000336531250000105,0.00025803579645455876,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01784935222914283,0.000318599375000006,0.000192600985942315,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.023196349389507584,0.0005380706250001088,0.00041210527252733,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.021565278806450754,0.000465061249999954,0.00029276099414626833,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.02702352707595643,0.0007302710156249503,0.0005580119080345058,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.019148427236329486,0.00036666226562500487,0.00017068016292059313,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.028665828551822776,0.0008217297265624979,0.0006258010249364787,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.014705819007144702,0.00021626111267089836,1.6358167533550246e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.02880919949575027,0.0008299699755859376,0.0006301304056368772,0.028865484071019788,0.000833216170654297,0.0006333756535207354,0.02880919949575027,0.0008299699755859376,0.0006301304056368772
B,0,42242,1042,fixed_context,1,80,2.0,160,20.0,1600,1000,10.0,0.5,40,0.75,10000,3000,0.6009897589683533,0.621746301651001,0.020756542682647705,0.020756542682647705,0.6725255727767945,0.6533168709278107,0.016272338508932803,0.0002647890005492974,0.00012864116229527434,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.023977422237186567,0.0005749167771403288,0.00043880702951676445,0.023711767592553876,0.0005622479223632882,0.0004261455849628493,0.35569626092910767,0.03617594763636589,0.3281262218952179,0.027570001780986786,0.48619094491004944,0.13855944573879242,0.023711767592553876,0.008191611563061474,6.710250000008244e-05,2.2918393776993895e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.013772504311127079,0.000189681875000014,0.00014551252162697814,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.012451807097760493,0.00015504749999983858,7.652826945192537e-05,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01834478808817657,0.000336531250000105,0.00025803579645455876,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01784935222914283,0.000318599375000006,0.000192600985942315,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.023196349389507584,0.0005380706250001088,0.00041210527252733,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.021565278806450754,0.000465061249999954,0.00029276099414626833,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.02702352707595643,0.0007302710156249503,0.0005580119080345058,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.019148427236329486,0.00036666226562500487,0.00017068016292059313,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.028665828551822776,0.0008217297265624979,0.0006258010249364787,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.014705819007144702,0.00021626111267089836,1.6358167533550246e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.02880919949575027,0.0008299699755859376,0.0006301304056368772,0.028865484071019788,0.000833216170654297,0.0006333756535207354,0.02880919949575027,0.0008299699755859376,0.0006301304056368772
C,0,42242,1042,fixed_context,1,80,2.0,160,20.0,1600,1000,10.0,0.5,40,0.75,10000,3000,0.6009897589683533,0.621746301651001,0.020756542682647705,0.020756542682647705,0.6725255727767945,0.6533168709278107,0.016272338508932803,0.0002647890005492974,0.00012864116229527434,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.023977422237186567,0.0005749167771403288,0.00043880702951676445,0.023711767592553876,0.0005622479223632882,0.0004261455849628493,0.35569626092910767,0.03617594763636589,0.3281262218952179,0.027570001780986786,0.48619094491004944,0.13855944573879242,0.023711767592553876,0.008191611563061474,6.710250000008244e-05,2.2918393776993895e-05,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.013772504311127079,0.000189681875000014,0.00014551252162697814,0.014129888534591236,0.00019965374999997287,0.00015548565481537935,0.012451807097760493,0.00015504749999983858,7.652826945192537e-05,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01834478808817657,0.000336531250000105,0.00025803579645455876,0.018518993628167287,0.00034295312500010056,0.00026446200988838875,0.01784935222914283,0.000318599375000006,0.000192600985942315,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.023196349389507584,0.0005380706250001088,0.00041210527252733,0.02288629502562524,0.0005237824999999585,0.0003978282211345441,0.021565278806450754,0.000465061249999954,0.00029276099414626833,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.02702352707595643,0.0007302710156249503,0.0005580119080345058,0.026205773755510642,0.0006867425781250103,0.0005145004126662633,0.019148427236329486,0.00036666226562500487,0.00017068016292059313,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.028665828551822776,0.0008217297265624979,0.0006258010249364787,0.028113797421706468,0.0007903856054687491,0.0005944668056356434,0.014705819007144702,0.00021626111267089836,1.6358167533550246e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.02880919949575027,0.0008299699755859376,0.0006301304056368772,0.028865484071019788,0.000833216170654297,0.0006333756535207354,0.02880919949575027,0.0008299699755859376,0.0006301304056368772
